Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S,Embarked_3
0,3,1,,1,0,0.16587453439177952,False,True,False
0,3,1,-0.5402030218848665,0,0,-0.7781429959474816,False,True,False
0,1,1,1.9862280826907897,0,0,0.947808515088229,False,True,False
0,3,1,-0.5402030218848665,0,0,-0.7187554170731345,False,True,False
0,3,1,,0,0,-0.24303863994753697,False,False,False
0,3,1,,0,0,-0.19540237824295134,False,True,False
0,3,1,-0.31728263030466153,0,0,-0.7376258202604583,False,True,False
0,3,1,-0.8374302106584731,0,0,-0.6732868019974626,False,True,False
0,3,0,-0.5402030218848665,0,0,-0.7410257591510147,True,False,False
0,3,0,,0,0,-0.749993283561041,True,False,False
0,3,0,0.6487057332095599,0,0,-0.6046199139239988,False,True,False
1,2,0,0.3514785444359533,0,2,0.613753383920027,False,True,False
1,1,1,,0,0,0.6545823443961406,False,True,False
0,3,1,-0.02005544153105495,0,0,0.355788588184582,False,True,False
1,3,1,-0.16866903591785826,0,0,2.8775930437154176,False,True,False
1,3,1,0.0542513556623467,0,0,-0.7410257591510147,True,False,False
0,3,1,,0,0,-0.7187554170731345,False,True,False
1,1,1,0.5743989360161582,0,0,0.6350957950779956,False,True,False
1,1,0,1.911921285497388,1,0,3.093184801924015,False,False,False
0,3,1,-0.31728263030466153,0,0,-0.7598961623383386,False,True,False
0,1,1,1.3917737051435763,0,0,1.2091732497142305,False,True,False
1,2,0,0.42578534162935494,0,0,-0.5368809567704468,False,True,False
0,3,1,,0,0,0.4764196077730994,True,False,False
1,2,0,0.5743989360161582,1,0,0.613753383920027,False,True,False
0,3,1,0.27717174724255167,0,0,-0.7302023729011649,False,True,False
0,3,1,-0.46589622469146486,0,0,-0.7302023729011649,False,True,False
0,3,1,,0,0,-0.7799988577873049,False,False,False
1,1,0,1.1688533135633714,0,1,2.987712461843175,False,False,False
0,3,1,,0,0,-0.7796870729982147,False,False,False
0,3,1,0.9087795233864657,0,0,-0.7410257591510147,True,False,False
1,2,0,1.6146940967237813,0,0,-0.5368809567704468,False,True,False
0,3,1,0.7973193275963633,0,0,-0.7280347262722512,False,True,False
0,2,1,-0.3915894274980632,2,1,-0.46264648317751295,False,True,False
1,2,0,-1.952032168559498,1,1,0.613753383920027,False,True,False
0,3,1,,0,0,-0.7796870729982147,False,False,False
0,3,1,-0.8374302106584731,1,1,-0.7796870729982147,False,False,False
1,3,0,,0,2,0.34341370143664,False,False,False
0,3,0,0.12855815285574834,0,0,-0.6732868019974626,False,True,False
1,2,0,-1.5804981825924895,0,2,0.6323120023182605,False,True,False
0,1,1,1.2431601107567731,0,0,0.6545823443961406,False,True,False
0,3,1,,0,0,-0.23994306239871158,False,True,False
1,1,0,-0.46589622469146486,0,2,2.358263513353971,False,False,False
0,3,0,-1.4318845882056863,4,2,1.0053402321227527,False,True,False
0,3,0,-1.283270993818883,4,2,1.0053402321227527,False,True,False
1,2,1,0.27717174724255167,1,0,0.613753383920027,False,True,False
0,1,1,2.6549892574314047,0,0,0.613753383920027,False,True,False
1,2,0,-0.6888166162716698,1,0,0.613753383920027,False,True,False
1,2,1,,0,0,-0.28726753931420684,False,False,False
0,3,1,0.3514785444359533,1,1,0.2073196409987144,False,True,False
1,2,1,-1.506191385399088,1,1,1.4117739750440652,False,True,False
0,2,1,-0.0943622387244566,0,0,0.613753383920027,False,True,False
0,3,1,,0,0,-0.7351463888424543,True,False,False
1,3,1,-0.46589622469146486,0,0,-0.7799988577873049,False,False,False
1,3,0,-0.46589622469146486,0,0,-0.7391698973111913,False,True,False
0,1,1,2.5063756630446012,0,0,0.6545823443961406,False,True,False
1,1,0,1.466080502336978,1,0,1.6233422247839266,False,False,False
1,3,0,0.5743989360161582,1,0,-0.0246630889792037,False,True,False
0,3,1,,0,0,-0.7410257591510147,True,False,False
0,3,1,0.8716261247897649,0,0,-0.7302023729011649,False,True,False
0,2,1,-0.02005544153105495,0,0,-0.3141775359916454,False,True,False
0,3,1,,0,0,-0.7187554170731345,False,True,False
0,3,0,,0,0,-0.7187554170731345,False,True,False
0,3,1,-0.31728263030466153,2,0,0.4764196077730994,False,True,False
0,3,1,-0.6888166162716698,0,0,-0.7302023729011649,False,True,False
0,3,0,0.0542513556623467,0,4,0.24814860147482803,False,True,False
0,3,1,,0,0,-0.7796870729982147,False,False,False
1,3,1,0.27717174724255167,0,0,-0.7332905270026311,False,True,False
1,2,1,2.5063756630446012,0,0,-0.5368809567704468,False,True,False
1,1,0,1.8376144883039862,2,0,2.5051883834891053,False,True,False
1,1,1,0.5743989360161582,0,0,0.6425192424372888,False,True,False
1,3,0,,0,0,-0.7410257591510147,True,False,False
0,3,1,-0.9117370078518747,0,0,-0.7187554170731345,False,True,False
0,3,1,-0.6888166162716698,0,0,-0.23994306239871158,False,True,False
1,2,0,0.42578534162935494,0,0,-0.3512947727881123,False,True,False
1,1,0,0.7973193275963633,1,0,2.833364144348747,False,True,False
0,3,0,,1,0,-0.24303863994753697,False,False,False
1,3,1,0.27717174724255167,0,0,-0.7280347262722512,False,True,False
1,2,0,-0.2429758331112599,1,1,0.9106912782917622,False,True,False
0,2,1,1.911921285497388,0,0,0.613753383920027,False,True,False
0,1,1,0.5743989360161582,0,0,1.6623153234202168,False,False,False
0,3,1,,0,0,-0.6695750783178159,False,False,False
0,2,1,1.3917737051435763,0,0,-0.20282582560224469,False,True,False
0,3,1,-0.46589622469146486,0,0,-0.7187554170731345,False,True,False
0,3,1,,0,0,-0.7187554170731345,False,True,False
0,3,1,0.5000921388227566,0,0,-0.7874223051465983,False,True,False
0,3,1,1.3917737051435763,0,0,-0.7781429959474816,False,True,False
0,3,0,,0,2,-0.7410257591510147,True,False,False
0,2,1,0.6487057332095599,1,0,0.613753383920027,False,True,False
0,3,1,0.5743989360161582,1,1,0.4764196077730994,False,True,False
1,2,0,,0,0,1.1333946990705634,False,True,False
0,3,1,1.5403872995303798,0,0,-1.3163429294962516,False,True,False
0,3,1,,0,0,-0.7799988577873049,False,False,False
1,1,1,1.5403872995303798,1,0,2.9097662645705946,False,False,False
1,2,0,-0.31728263030466153,2,1,0.6879878575129608,False,True,False
0,3,1,,0,0,-0.7302023729011649,False,True,False
0,1,1,,0,0,1.831198750844141,False,True,False
0,3,1,1.1688533135633714,0,0,-0.7187554170731345,False,True,False
1,1,1,0.5000921388227566,0,0,0.6545823443961406,False,False,False
0,3,1,0.5743989360161582,1,0,-0.16199686512613107,False,True,False
0,3,1,0.12855815285574834,0,0,-0.7302023729011649,False,True,False
1,1,1,-0.0943622387244566,0,0,0.947808515088229,False,True,False
1,2,0,-0.46589622469146486,1,2,1.770267094919061,False,False,False
0,3,0,0.7973193275963633,1,5,1.0053402321227527,False,True,False
0,3,1,,0,0,-0.7929898906660683,False,True,False
1,3,0,,1,0,-0.1657085888057778,True,False,False
0,3,1,,0,0,-0.7410257591510147,True,False,False
0,3,1,0.5000921388227566,0,0,-0.7187554170731345,False,True,False
1,2,0,-0.31728263030466153,1,2,3.508897854044445,False,True,False
0,3,1,0.42578534162935494,1,1,-0.24736650975800495,False,True,False
0,3,0,-0.16866903591785826,1,0,-0.12116790465001742,False,True,False
1,2,0,-1.8034185741726945,2,1,1.5788015406281664,False,True,False
0,2,1,-0.16866903591785826,0,0,-0.5368809567704468,False,True,False
0,3,1,-0.0943622387244566,1,0,-0.24334300128926795,False,False,False
1,1,1,1.0202397191765682,1,0,2.584990442601509,False,True,False
1,3,1,-0.6145098190782682,1,1,-0.14776611653836572,False,False,False
0,3,1,-0.5402030218848665,0,0,-0.7332905270026311,False,True,False
0,3,1,-0.5402030218848665,0,0,-0.12116790465001742,False,True,False
0,1,1,2.4320688658511993,0,0,1.0829746446062427,False,True,False
0,2,1,2.134841677077593,0,0,-0.39954718062351924,True,False,False
0,3,1,-0.16866903591785826,0,0,-0.7302023729011649,False,True,False
0,3,1,,0,0,-0.7422654748600167,True,False,False
0,3,1,1.689000893917183,0,0,-0.7926781058769781,False,True,False
1,1,1,0.27717174724255167,0,0,0.947808515088229,False,False,False
0,1,1,,0,0,-1.3163429294962516,False,True,False
0,3,0,-1.4318845882056863,3,2,0.7547988837466011,False,True,False
1,2,0,-0.02005544153105495,0,0,-0.3512947727881123,False,True,False
0,3,1,0.27717174724255167,0,0,-0.7280347262722512,False,True,False
0,2,1,0.20286495004915,1,1,0.6323120023182605,False,True,False
0,3,0,0.9459329219831665,0,5,1.6298377412233083,False,True,False
0,3,1,,1,0,-0.12116790465001742,False,True,False
0,3,1,-0.6145098190782682,0,0,-0.7332905270026311,False,True,False
0,3,0,-1.952032168559498,3,2,0.7547988837466011,False,True,False
1,3,1,,0,0,2.8775930437154176,False,True,False
1,3,0,-2.04491566505125,2,1,0.11328683329854515,False,False,False
0,3,1,-0.6888166162716698,0,0,-0.7302023729011649,False,True,False
1,1,1,2.0605348798841914,0,0,1.318980883052898,False,False,False
0,3,1,,0,0,-0.7558726538696013,False,True,False
1,3,0,-0.3915894274980632,0,0,-0.7558726538696013,False,True,False
0,3,1,,0,0,-0.7302023729011649,False,True,False
1,2,0,-0.7631234134650715,0,1,0.39104996314122564,False,True,False
0,3,1,-0.5402030218848665,0,0,-0.6903013433449631,False,True,False
1,3,0,,0,0,-0.7351463888424543,True,False,False
0,3,0,-0.7631234134650715,0,0,-0.8152602327439484,True,False,False
0,3,1,,0,0,-0.7302023729011649,False,True,False
0,3,0,0.27717174724255167,1,1,-0.1657085888057778,True,False,False
0,2,1,-0.3915894274980632,0,0,-0.3512947727881123,False,True,False
0,3,1,0.8716261247897649,0,0,-0.7799988577873049,False,False,False
0,1,1,1.3917737051435763,0,0,0.5831316635629417,False,True,False
0,3,1,0.5743989360161582,0,0,-0.7598961623383386,False,True,False
1,3,1,-0.6145098190782682,1,0,-0.7280347262722512,False,True,False
0,2,1,-0.2429758331112599,0,0,-0.3512947727881123,False,True,False
0,3,1,,0,0,-0.7391698973111913,False,True,False
0,3,1,1.09454651636997,0,0,-0.7187554170731345,False,True,False
1,1,0,,1,0,2.543849697336306,False,True,False
1,2,0,0.8716261247897649,1,1,1.5788015406281664,False,True,False
0,1,1,0.20286495004915,1,0,2.543849697336306,False,True,False
1,2,1,0.20286495004915,0,0,-0.3512947727881123,False,True,False
0,2,1,,0,0,-1.3163429294962516,False,True,False
0,3,1,-0.7631234134650715,0,0,-0.7391698973111913,False,True,False
0,3,1,-0.2801292317079607,0,0,-0.7187554170731345,False,True,False
1,3,0,-0.7631234134650715,0,0,-0.5857495107366751,False,True,False
0,3,0,1.09454651636997,1,6,2.165253882012343,False,True,False
0,3,0,,0,0,-0.7122599006337529,True,False,False
0,3,1,-0.6145098190782682,0,0,-0.6315299106014374,False,True,False
0,3,1,-1.0603506022386782,5,2,2.165253882012343,False,True,False
0,2,1,2.357762068657798,1,1,1.5788015406281664,False,True,False
0,2,1,-0.2429758331112599,1,2,1.770267094919061,False,False,False
0,3,1,-1.0603506022386782,4,1,1.6298377412233083,False,True,False
0,3,1,-0.6888166162716698,0,0,-0.5613189454772406,False,True,False
0,3,1,-0.7631234134650715,0,0,-0.7376258202604583,False,True,False
1,1,1,0.20286495004915,1,0,2.915022065300975,False,True,False
1,3,0,-1.8034185741726945,0,1,-0.32036126764193673,False,False,False
1,3,1,,0,0,2.8775930437154176,False,True,False
0,3,1,-0.2429758331112599,0,0,-0.7799988577873049,False,False,False
0,1,1,2.357762068657798,0,0,0.6545823443961406,False,True,False
0,2,1,1.7633076911105847,0,0,-0.3141775359916454,False,True,False
0,3,1,1.1688533135633714,0,0,-0.7187554170731345,False,True,False
1,3,0,,0,0,-0.7422654748600167,True,False,False
0,3,1,1.0202397191765682,0,0,-0.748449206510308,False,True,False
1,1,1,0.5000921388227566,0,0,0.6350957950779956,False,True,False
0,3,0,-0.7631234134650715,0,1,-0.24334300128926795,False,False,False
0,3,1,-0.2429758331112599,0,0,-0.741641905281836,True,False,False
0,3,1,-0.16866903591785826,1,0,-0.7332905270026311,False,True,False
0,2,1,0.7973193275963633,0,0,0.613753383920027,False,True,False
1,2,0,1.2431601107567731,0,0,-0.3141775359916454,False,True,False
1,1,1,1.0202397191765682,0,0,0.6350957950779956,False,True,False
1,3,1,,1,1,-0.18457899199310163,False,False,False
1,1,0,-0.31728263030466153,0,0,2.358575298143061,False,False,False
0,1,1,,0,0,0.6545823443961406,False,True,False
1,1,1,1.466080502336978,1,0,2.543849697336306,False,True,False
0,3,1,0.0542513556623467,0,0,-0.6123551460723825,False,True,False
0,2,1,1.7633076911105847,0,0,-0.3512947727881123,False,True,False
0,3,1,-0.6888166162716698,0,0,-0.748449206510308,False,True,False
1,2,0,-0.0943622387244566,0,0,-0.5368809567704468,False,True,False
0,3,1,,0,0,-0.1657085888057778,True,False,False
0,3,1,0.3514785444359533,0,0,-0.7391698973111913,False,True,False
1,2,0,-1.6548049797858913,0,1,1.1333946990705634,False,True,False
0,3,1,-0.8374302106584731,1,0,-0.7926781058769781,False,True,False
0,2,1,0.42578534162935494,0,0,-0.3512947727881123,False,True,False
0,2,1,1.6146940967237813,0,0,-0.3512947727881123,False,True,False
1,1,1,-0.0943622387244566,1,0,2.6255076182885326,False,True,False
0,3,1,-0.6145098190782682,0,0,-0.6732868019974626,False,True,False
1,2,0,0.12855815285574834,3,0,0.24258101595535805,False,True,False
1,3,0,,0,0,-0.7419536900709263,True,False,False
0,2,1,-0.2429758331112599,1,0,0.613753383920027,False,True,False
0,3,0,-0.2429758331112599,1,0,-0.7280347262722512,False,True,False
0,3,1,-1.283270993818883,0,0,0.07833724313099215,False,False,False
0,2,1,,0,0,-1.3163429294962516,False,True,False
0,2,1,-0.3915894274980632,0,0,-0.3512947727881123,False,True,False
0,2,1,-0.3915894274980632,0,0,-0.3512947727881123,False,True,False
0,3,1,0.017097957065645875,0,0,-0.12116790465001742,False,True,False
0,3,0,1.466080502336978,1,3,1.2354671002608475,False,True,False
0,3,1,,0,0,-0.7302023729011649,False,True,False
0,3,1,,0,0,-0.7302023729011649,False,True,False
1,1,1,,0,0,0.9106912782917622,False,True,False
0,3,1,-0.31728263030466153,1,0,-0.12116790465001742,False,True,False
1,3,1,0.20286495004915,0,0,-0.7280347262722512,False,True,False
0,3,1,-0.9117370078518747,1,1,0.18690516076065772,False,True,False
1,2,0,0.12855815285574834,0,0,-0.3512947727881123,False,True,False
0,1,1,-0.6888166162716698,1,0,2.6255076182885326,False,True,False
0,3,1,0.20286495004915,0,0,-0.7410257591510147,True,False,False
1,2,0,-1.8034185741726945,1,1,0.39104996314122564,False,True,False
1,3,1,-1.6548049797858913,0,1,-0.39026787142440256,False,True,False
0,3,1,0.3514785444359533,0,0,-0.6111154303633806,False,True,False
0,3,1,-0.3915894274980632,0,0,-0.7302023729011649,False,True,False
1,2,0,1.466080502336978,1,2,3.508897854044445,False,True,False
1,2,1,-2.050860208826722,1,1,-0.23994306239871158,False,True,False
0,3,1,-0.02005544153105495,0,0,-0.7376258202604583,False,True,False
0,2,1,-0.7631234134650715,0,0,-0.46264648317751295,False,True,False
0,3,1,0.42578534162935494,0,0,-0.7187554170731345,False,True,False
0,3,1,,0,0,-0.23994306239871158,False,True,False
0,3,1,0.9459329219831665,0,0,-0.7874223051465983,False,True,False
1,3,1,-0.6145098190782682,0,0,-0.7796870729982147,False,False,False
0,3,1,-0.9117370078518747,0,0,-0.7391698973111913,False,True,False
0,1,1,,0,0,1.6233422247839266,False,False,False
0,3,0,0.16571155145244917,0,0,-0.7410257591510147,True,False,False
0,3,1,,1,0,0.4764196077730994,True,False,False
0,3,1,0.27717174724255167,0,0,-0.6955571440753426,False,True,False
0,3,1,-0.31728263030466153,0,0,-0.6111154303633806,False,True,False
0,3,1,1.466080502336978,0,0,-0.7332905270026311,False,True,False
0,2,0,2.134841677077593,0,0,-0.5368809567704468,False,True,False
0,3,1,,0,0,-0.7799988577873049,False,False,False
1,2,0,1.911921285497388,1,3,0.39104996314122564,False,True,False
0,3,1,-0.7631234134650715,0,0,-0.7410257591510147,False,True,False
0,3,1,,0,0,-0.7410257591510147,True,False,False
1,3,0,-1.729111776979293,0,0,-0.39026787142440256,False,True,False
0,3,1,,0,0,-0.7419536900709263,True,False,False
1,3,0,-1.1346573994320797,0,0,-0.7796870729982147,False,False,False
1,1,0,-0.8374302106584731,1,0,2.915022065300975,False,True,False
0,1,1,0.0542513556623467,0,0,0.9106912782917622,False,True,False
0,3,1,,1,2,0.4244554762580458,False,True,False
0,3,1,-0.2429758331112599,0,0,-0.7929898906660683,False,True,False
0,3,1,-0.2429758331112599,0,0,-0.7781429959474816,False,True,False
1,3,0,-0.7631234134650715,0,0,-0.7598961623383386,False,True,False
0,3,1,-1.506191385399088,4,1,0.8457361138979451,True,False,False
1,3,1,-2.0263389657528994,1,2,0.21103136467836114,False,True,False
0,3,1,,0,0,-0.7410257591510147,True,False,False
0,2,1,-0.9117370078518747,0,0,0.613753383920027,False,True,False
0,1,1,,0,0,0.9623436250177254,False,False,False
0,3,1,-0.2429758331112599,0,0,-0.7302023729011649,False,True,False
0,2,1,0.7973193275963633,0,0,-0.3512947727881123,False,True,False
1,1,0,1.5403872995303798,0,0,0.6084975831896474,False,True,False
1,3,0,0.20286495004915,0,0,-0.6717427249467296,False,True,False
0,3,1,0.12855815285574834,0,0,-0.7796870729982147,False,False,False
0,3,0,0.12855815285574834,1,1,0.4764196077730994,False,True,False
0,2,1,0.42578534162935494,0,0,-0.3512947727881123,False,True,False
1,2,0,0.20286495004915,1,1,0.6323120023182605,False,True,False
1,3,1,-2.0694369081250725,0,1,-0.6841101882473123,False,False,False
1,3,1,-0.0943622387244566,0,0,-0.7985574761855384,False,True,False
0,3,1,0.20286495004915,0,0,-0.7391698973111913,False,True,False
0,1,1,0.7973193275963633,0,0,-1.3163429294962516,False,True,False
0,3,0,-0.7631234134650715,0,0,-0.7391698973111913,False,True,False
0,2,1,0.7973193275963633,0,0,-0.3512947727881123,False,True,False
1,1,0,0.3514785444359533,1,0,2.6255076182885326,False,True,False
0,3,1,-0.16866903591785826,0,0,-0.7308185190319864,False,True,False
0,3,1,0.7973193275963633,0,0,0.4764196077730994,False,True,False
0,2,1,0.5000921388227566,0,0,-0.5368809567704468,False,True,False
0,3,0,-1.6548049797858913,4,2,1.0053402321227527,False,True,False
0,3,1,0.16571155145244917,0,0,-0.7187554170731345,False,True,False
0,1,1,,0,0,-1.3163429294962516,False,True,False
0,3,0,-0.3915894274980632,0,0,-0.7280347262722512,False,True,False
0,2,1,0.20286495004915,1,1,1.430644378231389,False,False,False
0,3,1,1.09454651636997,0,0,-0.8375305748218287,False,True,False
0,3,1,-1.3575777910122846,3,2,0.7547988837466011,False,True,False
1,3,1,-0.0943622387244566,0,0,-0.6732868019974626,False,True,False
0,1,1,0.7230125304029615,0,0,-1.3163429294962516,False,True,False
1,3,0,-0.0943622387244566,0,1,-0.39026787142440256,False,True,False
0,3,1,-1.952032168559498,4,1,1.6298377412233083,False,True,False
0,3,1,,0,0,-0.8004133380253617,True,False,False
0,3,1,,0,0,2.8775930437154176,False,True,False
1,2,1,-2.0263389657528994,0,2,1.430644378231389,False,False,False
1,3,1,,0,0,-0.7410257591510147,True,False,False
1,3,0,-0.9860438050452764,1,0,-0.24334300128926795,False,False,False
1,2,1,-2.038971121275778,1,1,0.07555345037125702,False,True,False
0,3,1,,0,0,-0.7796870729982147,False,False,False
0,3,1,-0.3915894274980632,0,0,-0.7332905270026311,False,True,False
0,3,1,-0.7631234134650715,0,0,-0.700196798674901,False,True,False
0,3,1,-0.5402030218848665,0,0,-0.6732868019974626,False,True,False
0,3,1,,0,0,-0.7187554170731345,False,True,False
1,3,1,0.27717174724255167,0,0,2.8775930437154176,False,True,False
1,1,1,,0,0,0.888420936213882,False,False,False
0,3,1,-0.6145098190782682,0,0,-0.7280347262722512,False,True,False
0,2,1,-0.9117370078518747,0,0,-0.5368809567704468,False,True,False
1,1,0,0.12855815285574834,0,0,0.984925751884696,False,False,False
0,3,1,0.4629387402260558,0,0,-0.8384585057417403,False,False,False
0,3,1,-0.8374302106584731,0,0,-0.6732868019974626,False,True,False
0,3,1,1.0202397191765682,0,0,-0.7558726538696013,False,True,False
0,3,1,0.5000921388227566,0,0,-0.7302023729011649,False,False,False
0,2,1,-0.02005544153105495,0,1,1.1333946990705634,False,True,False
0,3,1,-1.8034185741726945,4,2,1.0053402321227527,False,True,False
0,3,0,-1.4318845882056863,1,1,-0.18457899199310163,False,False,False
1,1,0,-0.9117370078518747,0,1,1.6084953300653397,False,True,False
0,2,0,1.1688533135633714,1,0,0.613753383920027,False,True,False
1,3,0,-0.7631234134650715,0,1,-0.6222506014023207,False,True,False
1,1,1,1.689000893917183,0,0,0.6545823443961406,False,True,False
1,3,0,-0.31728263030466153,0,3,0.11328683329854515,False,False,False
0,3,1,,0,0,-0.7796870729982147,False,False,False
0,3,1,0.9459329219831665,2,0,-0.26902070570506376,False,True,False
0,2,1,-0.5402030218848665,1,0,-0.46264648317751295,False,True,False
1,1,0,1.466080502336978,0,0,0.6084975831896474,False,True,False
0,2,1,-0.31728263030466153,0,0,-0.3512947727881123,False,True,False
1,2,0,1.0202397191765682,0,0,-0.3512947727881123,False,True,False
1,2,0,-0.0943622387244566,1,0,-0.28757932410329723,False,False,False
0,1,1,0.20286495004915,0,0,2.432186202157815,False,True,False
0,3,1,,0,0,-0.6111154303633806,False,True,False
1,3,1,-1.8034185741726945,1,1,-0.48986826464404176,False,True,False
0,3,1,-0.16866903591785826,0,0,-0.7302023729011649,False,True,False
1,1,0,1.3917737051435763,1,1,2.584990442601509,False,True,False
0,1,1,0.3514785444359533,0,0,-0.9451705615315826,False,True,False
0,3,1,1.3917737051435763,0,0,-0.6482326671598474,False,True,False
1,2,0,-0.02005544153105495,1,0,0.4652844367341594,False,False,False
1,3,0,-0.9860438050452764,0,0,-0.7799988577873049,False,False,False
0,3,1,-0.6145098190782682,0,0,-0.585445149394944,False,True,False
0,3,1,-0.6888166162716698,0,0,-0.7302023729011649,False,True,False
0,3,1,,0,0,-0.7302023729011649,False,True,False
1,2,0,-0.2429758331112599,0,1,0.613753383920027,False,True,False
0,3,1,0.3514785444359533,0,0,-0.7302023729011649,False,True,False
0,3,0,-0.46589622469146486,0,0,-0.5356412410614447,False,True,False
0,2,1,-0.02005544153105495,0,0,-0.5368809567704468,False,True,False
0,3,1,-0.2429758331112599,0,0,-0.7929898906660683,False,True,False
0,3,0,0.7973193275963633,0,5,0.8457361138979451,True,False,False
0,2,1,-0.0943622387244566,0,0,-0.3512947727881123,False,True,False
1,1,0,-0.6888166162716698,0,0,0.9106912782917622,False,True,False
0,3,0,,1,2,0.4244554762580458,False,True,False
1,1,1,-0.16866903591785826,0,0,0.9106912782917622,False,False,False
0,3,1,0.27717174724255167,0,0,-0.7410257591510147,True,False,False
